full_name,university,age,study_hours,missed_classes,sleep_hours,shoe_size,grade
Lucas Williams,University of Melbourne,23,3.462365298,5,6.080745757,44,18.54438499
Olivia Martinez,University of Melbourne,23,4.603301882,7,6.446479539,41,23.46536703
Sophia Miller,University of Melbourne,24,3.614227649,3,4.296647926,44,5.1722786
Noah Miller,University of Toronto,19,3.650301761,6,7.403161808,41,12.89030265
Sophia Garcia,University of Melbourne,23,3.136387788,7,6.672586544,41,3.371759286
Sophia Brown,University of Cambridge,22,3.443054376,4,8.164210099,43,28.32203635
Isabella Martinez,Harvard University,19,3.807801769,4,5.681908938,40,34.79017133
Noah Davis,Harvard University,21,1.789831607,4,6.257052462,44,0
Liam Jones,Harvard University,18,2.151814578,3,5.19216969,40,0
Mason Williams,University of Toronto,21,4.243264094,4,5.794851324,40,31.98474587
Olivia Davis,University of Toronto,18,3.670865438,2,5.581621605,40,36.30379033
Emma Smith,University of Toronto,21,3.316016664,7,8.195168415,44,3.223702581
Ava Martinez,Stanford University,22,3.518433933,6,6.162085781,41,17.62496203
Mason Williams,Massachusetts Institute of Technology,18,3.847581705,7,7.149010822,39,15.20874908
Elijah Smith,University of Cambridge,21,2.96024032,5,6.543083915,41,11.17262205
Olivia Smith,Stanford University,22,2.721695275,4,5.476641681,42,3.714784373
Olivia Brown,University of Oxford,19,3.695845255,5,6.798039492,40,23.53668756
Lucas Brown,Massachusetts Institute of Technology,21,2.521627222,4,7.718923998,40,9.767639098
Isabella Brown,University of Melbourne,26,3.908252756,7,5.550688729,46,6.65540266
Isabella Smith,Harvard University,20,1.797416396,5,7.970935349,40,0
Noah Martinez,University of Oxford,26,4.529155637,6,5.980334894,41,20.86011801
Mason Johnson,University of Melbourne,25,3.972597482,5,6.420419289,41,35.2623459
Elijah Garcia,ETH Zurich,25,3.756029734,2,7.636819748,41,43.27373097
Ava Jones,University of Melbourne,24,4.482690984,4,6.203876611,43,33.50887864
Noah Wilson,University of Melbourne,26,5.165474444,4,7.045089831,44,47.62165165
Noah Smith,Massachusetts Institute of Technology,23,4.514370065,6,6.622371005,41,38.40608786
Noah Garcia,Stanford University,18,1.659125769,11,7.155241608,40,0
Elijah Jones,University of Melbourne,21,2.220423033,6,4.143113073,45,0
Isabella Martinez,University of Oxford,26,2.875181422,8,4.804381822,42,0
Olivia Williams,University of Cambridge,21,3.52609105,5,7.739160407,45,21.27918294
Lucas Williams,Harvard University,26,4.01765902,3,8.244617687,38,25.56974192
Liam Jones,Massachusetts Institute of Technology,18,2.774256187,5,5.907415956,42,6.689071735
Emma Garcia,ETH Zurich,24,3.686766764,1,6.707165977,46,51.22821733
Ava Davis,University of Cambridge,23,2.744617068,8,7.353663103,41,0
Noah Jones,Harvard University,18,2.888482197,6,7.831861122,42,1.127950624
Ava Brown,Stanford University,24,2.093338903,4,4.566787274,43,0
Isabella Garcia,Harvard University,18,2.576766754,7,5.936751704,41,0
Sophia Wilson,Harvard University,20,2.148315394,1,6.600904744,41,16.43004204
Elijah Wilson,Harvard University,23,2.524126747,7,7.843768237,41,3.749428425
Ava Jones,University of Toronto,23,4.553641797,3,9.99811658,41,5.641946483
Isabella Johnson,University of Melbourne,24,2.550601111,9,6.726393128,44,0
Lucas Brown,University of Oxford,26,6,4,5.311627045,43,57.72462247
Isabella Miller,University of Oxford,20,3.993317901,2,7.482721693,43,47.51182187
Lucas Garcia,University of Cambridge,23,3.684836124,4,8.585194947,44,27.91200927
Ava Davis,University of Melbourne,26,2.64164222,6,7.129616945,41,0.849830524
Olivia Davis,Stanford University,19,4.200309879,2,5.912021746,40,46.26865152
Noah Williams,University of Oxford,21,2.924362174,1,8.14959273,41,25.11451854
Isabella Davis,University of Melbourne,18,3.622009815,7,7.796254742,42,5.573479887
Ava Brown,University of Melbourne,23,6,7,5.768702987,40,43.73185877
Isabella Davis,University of Oxford,19,3.4039401,6,7.457710741,41,12.19516401
Sophia Garcia,University of Cambridge,18,4.649273326,8,8.196718681,41,10.1711997
Lucas Miller,University of Toronto,24,2.796823575,7,8.418268051,46,0
Isabella Johnson,University of Toronto,21,3.46501151,5,6.92026123,36,18.86390526
Emma Brown,University of Oxford,26,5.270800636,6,6.570304665,42,43.02609932
Elijah Johnson,University of Toronto,23,2.873032942,6,8.472728586,45,0
Liam Jones,Harvard University,23,5.312448558,7,5.547807396,42,32.32160682
Emma Wilson,University of Cambridge,19,4.207751935,6,7.526295149,44,27.28310147
Olivia Miller,Stanford University,21,2.937533224,3,5.355968047,42,11.43568188
Liam Brown,ETH Zurich,18,4.132407739,3,8.278451527,41,39.28413986
Lucas Brown,Stanford University,22,4.47255445,1,6.690345381,38,65.69004889
Emma Davis,University of Cambridge,18,4.121809962,5,8.522299883,42,19.19911526
Sophia Garcia,Stanford University,21,1.92977528,3,7.589695308,40,10.92372866
Olivia Miller,University of Toronto,19,2.772862824,9,5.532135724,40,0
Mason Martinez,University of Melbourne,24,3.252481364,8,8.709553278,41,0
Sophia Johnson,Massachusetts Institute of Technology,23,3.425566571,4,8.86149432,45,11.04778091
Mason Jones,Stanford University,26,4.120672098,2,8.058743791,47,41.55997952
Emma Garcia,University of Toronto,22,3.677701001,3,6.086094562,42,37.09283285
Mason Smith,Massachusetts Institute of Technology,21,2.164655641,2,6.632783255,41,22.36548599
Mason Wilson,Stanford University,21,3.880197851,4,7.174512661,40,28.08356461
Elijah Wilson,University of Melbourne,22,4.110585745,4,6.155547521,43,30.6728416
Olivia Miller,University of Melbourne,24,4.059790448,5,9.030815887,46,10.89703916
Isabella Martinez,University of Melbourne,23,4.580780726,8,7.173191766,42,16.61879538
Liam Williams,Stanford University,24,4.333922155,6,3.755982343,37,0
Noah Jones,ETH Zurich,19,3.959180079,3,7.407226975,43,47.00603924
Olivia Johnson,ETH Zurich,23,3.429834289,5,6.582211124,44,24.89939922
Elijah Johnson,Harvard University,21,1.839039066,6,6.910088133,39,0
Olivia Williams,ETH Zurich,25,3.929618219,3,6.557656761,42,34.35639948
Ava Jones,Stanford University,21,3.707687687,8,7.9684557,43,0
Mason Wilson,University of Cambridge,25,3.771578837,8,8.343625334,42,0
Mason Brown,University of Cambridge,25,2.223251424,5,7.339663795,40,11.45867613
Sophia Johnson,Stanford University,20,2.41894346,4,6.592826575,44,6.22708589
Elijah Johnson,Harvard University,18,4.553152853,2,6.950395354,41,52.69263357
Elijah Johnson,ETH Zurich,26,3.460444846,6,7.02351954,39,13.97624836
Sophia Williams,Harvard University,25,4.181500697,5,6.037083952,38,31.52411946
Lucas Williams,Harvard University,23,3.528318376,6,7.694714378,45,9.982223234
Sophia Martinez,University of Cambridge,22,3.529756139,7,7.552050789,43,9.507958196
Emma Jones,Massachusetts Institute of Technology,26,4.438283806,3,8.848529488,42,32.55436572
Emma Brown,University of Melbourne,19,2.983955272,9,8.506419736,41,0
Sophia Johnson,Massachusetts Institute of Technology,21,3.596120777,2,6.177190099,41,38.17901269
Elijah Brown,University of Cambridge,21,3.037724711,0,7.984358049,40,34.02560558
Olivia Miller,University of Toronto,22,3.065503773,6,5.85885594,41,14.80416529
Elijah Miller,ETH Zurich,25,3.190827877,4,7.835118521,38,31.42580693
Olivia Miller,ETH Zurich,24,3.722133772,6,6.380062961,41,16.93930791
Mason Smith,University of Toronto,18,3.021251378,4,5.772096132,41,14.968233
Noah Miller,University of Oxford,18,4.755756126,5,7.336054411,43,48.80781908
Liam Miller,Stanford University,18,2.605392698,2,3.790519446,42,0
Olivia Jones,Massachusetts Institute of Technology,25,3.313128356,5,4.898829311,44,0
Elijah Williams,Stanford University,18,3.060268942,4,6.787009739,45,25.71157959
Ava Smith,University of Toronto,23,4.946977884,3,7.09893012,44,68.92836721
Sophia Williams,ETH Zurich,18,3.696554777,5,6.556817476,43,27.96432687
Elijah Davis,University of Cambridge,23,4.531844539,3,5.104676442,42,37.58453936
Noah Garcia,Harvard University,21,2.014439627,3,6.018529789,40,4.193545374
Ava Jones,University of Cambridge,22,3.767050266,4,7.469451193,43,34.07769713
Sophia Smith,Stanford University,19,4.389630796,8,7.698138125,45,20.29053323
Liam Johnson,University of Toronto,19,3.582283989,5,6.980532259,43,20.55876193
Liam Jones,ETH Zurich,26,4.565480375,4,8.388200537,46,41.47527596
Mason Smith,ETH Zurich,21,2.98271155,4,7.476876428,39,17.81089749
Emma Johnson,University of Cambridge,18,4.90934744,4,6.103053215,40,51.3626568
Ava Brown,University of Melbourne,19,5.798898124,4,6.663397536,44,62.6332681
Isabella Garcia,University of Toronto,23,3.13716144,7,5.316560611,43,0
Lucas Wilson,University of Toronto,26,3.054497479,8,6.870233212,45,0
Emma Garcia,Harvard University,24,4.953384477,7,8.334520743,42,20.41486366
Isabella Garcia,University of Cambridge,18,5.079572146,3,7.822348102,40,55.59232718
Isabella Smith,Stanford University,19,2.977139973,6,8.682411191,42,0
Lucas Garcia,University of Oxford,19,3.079813183,6,6.636537707,39,5.395879657
Noah Brown,Harvard University,18,3.218215391,4,8.615319753,40,11.29786675
Olivia Jones,University of Toronto,21,2.155549489,6,6.768034928,44,0
Sophia Davis,University of Cambridge,21,2.581348054,9,8.765902099,44,0
Noah Wilson,Stanford University,25,2.495859233,6,6.973771903,43,0
Ava Jones,Stanford University,19,2.732202435,4,7.848677649,39,17.6990574
Ava Garcia,University of Melbourne,21,3.465315113,6,8.770134837,41,0
Noah Wilson,University of Oxford,24,3.734214733,7,6.767886846,40,7.383898596
Olivia Brown,Harvard University,18,5.050500493,4,7.262066785,44,46.29263262
Isabella Davis,University of Melbourne,20,2.501645959,3,8.54663611,41,2.274909819
Ava Martinez,University of Cambridge,23,4.484322398,4,6.840396203,40,36.82523592
Ava Brown,Massachusetts Institute of Technology,20,3.286011156,5,5.414929261,42,10.86762071
Isabella Smith,ETH Zurich,20,3.45053629,3,9.571608466,41,9.631417724
Noah Garcia,University of Toronto,19,4.174819492,5,6.436282643,45,41.9385581
Emma Davis,University of Toronto,19,2.377277978,3,7.190507261,41,18.69341072
Emma Garcia,ETH Zurich,23,3.882409746,5,8.387208003,39,20.97357669
Ava Martinez,Massachusetts Institute of Technology,25,3.666452208,5,6.269807316,38,20.88035288
Mason Brown,Stanford University,22,3.992451264,5,5.790558504,42,21.39371161
Olivia Williams,Stanford University,20,3.789168644,6,7.304484756,41,31.92589543
Isabella Wilson,University of Cambridge,24,5.95530014,6,4.848308323,39,36.64253204
Liam Wilson,University of Cambridge,21,2.862260016,6,6.654512708,44,5.709618122
Ava Smith,Harvard University,20,2.969003045,5,7.294046397,43,15.21574828
Ava Garcia,Harvard University,25,2.876859474,7,6.676057724,42,0
Liam Johnson,University of Cambridge,24,2.944522881,3,5.147858868,45,6.034161519
Isabella Johnson,University of Oxford,26,2.862612873,5,8.913013547,43,0
Lucas Garcia,University of Toronto,18,4.689016531,7,7.124245785,40,23.189444
Elijah Johnson,ETH Zurich,21,4.920504248,2,8.717382541,40,43.90854265
Olivia Wilson,University of Melbourne,25,2.929253706,8,6.6879565,44,0
Emma Garcia,ETH Zurich,20,2.667644427,4,5.943985622,43,10.22783764
Sophia Williams,Stanford University,26,3.971415556,2,7.323017104,42,53.90590619
Sophia Martinez,Stanford University,24,2.947776956,5,6.741055448,40,10.55696589
Ava Davis,University of Toronto,22,4.132931818,5,5.58668625,43,24.84815242
Noah Davis,ETH Zurich,21,3.702923021,4,8.763741111,40,8.544723097
Olivia Garcia,ETH Zurich,19,1.984255885,6,6.253275733,42,0
Olivia Davis,University of Melbourne,25,5.047505201,8,4.791680338,45,2.689348629
Ava Williams,University of Oxford,18,5.295877673,4,8.593799265,41,42.84447373
Liam Johnson,University of Oxford,23,2.88721131,3,6.394842381,39,26.94705221
Isabella Martinez,University of Cambridge,24,3.11229844,6,6.270611329,40,0
Sophia Jones,University of Cambridge,25,3.785865391,4,4.881534896,44,12.41164487
Mason Jones,University of Melbourne,18,3.83445679,2,9.089129784,43,18.28862224
Emma Garcia,Massachusetts Institute of Technology,19,4.158544273,3,5.452623295,42,25.1762879
Olivia Jones,University of Toronto,18,5.510204539,1,7.070139377,41,67.09347758
Olivia Wilson,University of Toronto,26,3.323052773,9,8.095144387,43,0
Elijah Garcia,University of Oxford,25,2.701702755,5,7.50606032,40,13.49479486
Noah Miller,Stanford University,23,2.120680772,3,6.928414826,43,14.59633234
Elijah Johnson,University of Toronto,21,2.76906996,4,4.95800097,41,1.942645742
Mason Davis,University of Toronto,26,3.466873027,3,6.028330197,40,41.20466135
Mason Davis,Harvard University,18,5.294557864,4,7.225360406,41,49.35186808
Elijah Miller,ETH Zurich,26,2.982388701,6,6.055391116,41,5.369378253
Noah Wilson,Massachusetts Institute of Technology,20,3.723787952,4,7.244031352,42,35.30235567
Mason Jones,Massachusetts Institute of Technology,21,3.483577104,2,7.818092091,42,34.76936316
Ava Johnson,University of Cambridge,22,4.688393273,6,8.155003463,36,26.14784168
Sophia Williams,Massachusetts Institute of Technology,22,6,3,5.528584771,40,58.66431503
Isabella Smith,University of Melbourne,18,2.969131227,6,9.635975266,41,0
Elijah Jones,ETH Zurich,18,3.010560557,2,7.920975213,45,32.10857401
Mason Brown,University of Oxford,25,4.544160877,8,6.997943016,40,22.75508068
Elijah Jones,Stanford University,26,4.18189149,3,8.3074439,42,36.02983124
Mason Williams,ETH Zurich,22,5.346707326,6,9.838489326,45,0
Noah Brown,Massachusetts Institute of Technology,21,4.083928185,4,5.273535879,39,16.12224583
Lucas Wilson,University of Cambridge,26,3.140707909,5,6.729684829,43,13.39101892
Emma Smith,University of Toronto,25,4.090654831,6,4.145882008,40,0
Sophia Garcia,Harvard University,21,4.608703581,1,7.231181839,41,55.60528039
Elijah Miller,University of Cambridge,24,4.320482181,5,7.43847309,40,24.9271286
Lucas Smith,University of Oxford,18,4.007274031,7,6.953005461,41,10.25359623
Olivia Williams,University of Melbourne,21,4.56667469,6,6.214559715,47,28.49835398
Isabella Smith,Harvard University,25,4.66929559,6,4.540582581,44,0.824279712
Ava Wilson,Harvard University,19,4.882158991,7,7.44824042,44,27.26610673
Noah Brown,University of Cambridge,22,4.148709888,4,8.746521381,43,24.69672648
Olivia Johnson,University of Cambridge,23,3.33288192,3,6.290777853,39,26.6238426
Ava Martinez,ETH Zurich,21,3.646713686,8,7.528071915,43,0
Elijah Williams,University of Melbourne,26,4.706508967,4,5.118226824,44,27.77557359
Emma Garcia,University of Toronto,18,2.683064329,5,7.548655676,40,7.901027911
Isabella Jones,University of Cambridge,24,3.868673309,5,6.527941243,44,31.42079744
Ava Miller,University of Oxford,25,3.106661188,3,6.085098459,43,19.90356199
Olivia Martinez,Stanford University,22,3.528744823,9,6.087563631,46,0
Olivia Brown,Harvard University,18,4.778451863,8,6.527666102,41,28.81890316
Liam Davis,University of Oxford,20,3.691099068,6,7.458919979,40,23.6874796
Ava Smith,Harvard University,25,3.546436548,3,5.425404159,41,18.44774926
Ava Martinez,University of Cambridge,19,2.140143859,5,6.523461602,45,3.088460231
Mason Davis,University of Oxford,19,4.246253566,5,6.950233866,38,36.44117127
Lucas Smith,University of Toronto,23,4.145484181,5,5.681152931,38,24.55442445
Mason Smith,Stanford University,24,5.663254723,3,9.155998242,42,42.07198288
Mason Wilson,Stanford University,21,3.192221765,7,5.975805424,41,4.693768357
Lucas Davis,Massachusetts Institute of Technology,20,3.719150328,3,6.196675704,42,28.65058451
Elijah Martinez,Harvard University,19,3.749383684,0,5.82603046,44,55.1152079
Emma Smith,University of Cambridge,24,5.07745328,6,9.158176105,41,17.67468948
Isabella Martinez,Stanford University,24,3.404704468,6,7.663486274,38,15.46381435
Isabella Miller,Stanford University,20,3.779021526,4,5.876089593,46,35.2833377
Mason Garcia,ETH Zurich,18,4.10789651,5,8.327477871,40,27.36564819
Olivia Williams,University of Oxford,26,3.686609123,9,7.240838433,40,0
Lucas Davis,University of Oxford,18,3.053566385,5,7.308704105,44,12.32007462
Ava Miller,University of Oxford,22,3.694089993,4,6.586627349,41,28.54650089
Noah Miller,University of Toronto,22,4.57363175,3,6.100700816,42,56.15886028
Olivia Martinez,Stanford University,24,2.473484701,6,7.405319319,43,4.116636338
Mason Brown,University of Melbourne,23,3.632969674,2,6.345895324,44,50.51317703
Mason Johnson,Massachusetts Institute of Technology,24,2.799879185,6,9.180106755,41,0
Sophia Garcia,University of Toronto,22,4.695046629,6,5.476850674,45,25.62186976
Ava Smith,University of Oxford,20,1.976813095,6,8.843388127,38,0
Liam Davis,University of Oxford,22,2.941078153,5,6.866417381,44,9.163100326
Liam Smith,Massachusetts Institute of Technology,22,3.877211875,3,7.358902881,40,40.9506637
Olivia Davis,University of Melbourne,21,5.065524029,4,7.99978932,45,52.59042465
Noah Garcia,Massachusetts Institute of Technology,21,3.434249739,4,6.243700846,42,22.21351383
Sophia Smith,University of Toronto,18,2.944800473,5,8.037098062,41,14.0419152
Liam Davis,University of Cambridge,21,5.381157069,4,3.750947374,43,0
Sophia Wilson,University of Oxford,22,2.0519861,4,6.13601256,44,0
Mason Brown,ETH Zurich,26,1.301194043,5,5.891124631,43,0
Elijah Martinez,University of Oxford,18,3.94001445,5,5.495792785,40,16.05413095
Lucas Smith,ETH Zurich,19,2.997945776,5,6.742054194,41,21.60873087
Mason Miller,University of Melbourne,22,2.478767183,7,7.462899962,42,0.170533609
Emma Martinez,University of Melbourne,26,4.208356447,3,7.843191998,42,37.65462751
Ava Wilson,University of Oxford,19,3.743800714,2,7.289052109,43,42.70501312
Isabella Miller,University of Oxford,23,2.935921369,4,6.201167842,38,20.51521304
Sophia Martinez,University of Melbourne,24,2.219695601,4,7.442819725,43,8.613974311
Olivia Martinez,University of Toronto,24,4.372457328,6,7.149142834,41,34.42387542
Isabella Martinez,University of Toronto,24,4.150201178,3,8.123267402,40,36.24105355
Sophia Martinez,University of Melbourne,19,3.400824136,5,7.932324044,41,19.97675954
Liam Wilson,University of Melbourne,23,5.346636996,5,7.036571697,42,48.85575894
Sophia Smith,University of Oxford,19,2.429915234,5,5.923296393,36,3.584891813
Olivia Jones,University of Toronto,20,1.974474829,5,6.216459813,41,4.823245433
Mason Davis,Harvard University,18,2.80809193,3,6.340252768,40,24.20704127
Elijah Smith,Stanford University,22,3.454413984,10,6.621680399,43,0
Sophia Miller,Stanford University,21,3.743339449,5,7.321660513,40,12.69178305
Emma Miller,Massachusetts Institute of Technology,21,3.258763942,4,7.858209268,42,29.0232374
Lucas Jones,University of Oxford,23,3.852055397,4,6.938657568,45,27.08316066
Liam Wilson,Stanford University,25,2.248460576,7,7.019349745,44,0
Liam Jones,ETH Zurich,18,4.943764604,3,7.171967566,44,54.88484019
Olivia Davis,University of Melbourne,21,3.417848822,6,6.380913624,41,19.84214507
Emma Smith,ETH Zurich,22,4.617295832,2,5.889529291,43,54.05383956
Lucas Smith,University of Oxford,25,3.842725346,4,4.893474523,42,3.217695577
Sophia Johnson,Stanford University,22,3.956753219,4,6.16582077,42,26.04594949
Isabella Smith,ETH Zurich,26,4.06976728,4,7.567774544,43,39.24430684
Isabella Garcia,University of Oxford,24,3.94770856,8,6.156506274,41,0
Mason Miller,University of Oxford,19,4.14272276,5,6.714631555,45,28.2404243
Liam Jones,University of Oxford,20,4.82915253,8,7.559717545,42,29.84270491
Ava Jones,Harvard University,18,3.69652117,5,7.624827396,43,24.83304424
Noah Jones,Harvard University,26,4.209003758,7,5.704560577,45,15.12884796
Lucas Williams,Massachusetts Institute of Technology,22,3.410264306,8,8.196471228,44,0
Lucas Jones,Harvard University,22,4.940117215,3,8.352820107,39,47.0997201
Ava Brown,University of Toronto,25,2.823607698,4,5.644180171,43,6.532099328
Emma Martinez,University of Toronto,26,5.300940433,6,6.011395756,44,40.11842504
Liam Miller,University of Oxford,21,3.459842049,4,8.42930882,44,11.50448966
Liam Smith,ETH Zurich,19,2.069224898,4,6.823775774,40,6.156536974
Sophia Smith,University of Cambridge,19,3.628104415,6,4.336266463,41,0
Elijah Davis,Massachusetts Institute of Technology,22,2.818948343,2,5.320382194,44,15.31970737
Sophia Williams,University of Toronto,19,4.340643549,4,6.70075645,40,30.98582531
Mason Johnson,Harvard University,21,2.847376021,2,5.60434882,41,16.86005061
Sophia Garcia,Massachusetts Institute of Technology,21,3.053816567,8,6.503891475,45,0
Mason Brown,University of Cambridge,23,1.610459269,7,7.038875456,42,0
Liam Garcia,University of Toronto,19,3.047693681,2,8.754705525,41,17.52472611
Ava Miller,University of Melbourne,20,1.076120673,5,6.651455301,40,0
Noah Davis,ETH Zurich,23,1.916097177,6,8.287050159,43,0
Emma Davis,Stanford University,20,4.260414656,7,8.714512194,39,7.251700709
Mason Johnson,ETH Zurich,21,4.285800159,7,8.721171603,42,5.781164985
Olivia Jones,Massachusetts Institute of Technology,20,3.925457562,7,7.341705512,43,15.72685476
Sophia Smith,University of Melbourne,26,2.533023857,6,4.644053023,45,0
Isabella Brown,ETH Zurich,18,3.452288644,5,7.552989838,43,27.02938169
Elijah Miller,University of Cambridge,25,3.496397461,5,8.258079865,41,16.78522597
Sophia Martinez,Stanford University,24,2.341635311,8,6.902719473,44,0
Emma Davis,Massachusetts Institute of Technology,18,5.003398302,7,9.093500644,41,16.74838647
Isabella Williams,Harvard University,26,4.377362291,4,8.031800274,40,36.91625856
Sophia Smith,University of Melbourne,26,3.279035826,5,7.681928053,42,8.209351659
Ava Williams,ETH Zurich,26,3.526885839,8,8.303656853,45,3.21443338
Ava Williams,Harvard University,22,3.708382808,5,7.400043822,42,22.88507118
Olivia Brown,Massachusetts Institute of Technology,24,1.458265132,2,4.008627401,42,0
Sophia Davis,University of Cambridge,25,3.252822617,3,6.401033258,45,36.16407123
Mason Smith,ETH Zurich,24,2.818015752,7,8.436601633,39,0
Emma Davis,University of Toronto,18,2.49837999,3,6.030890392,39,16.60332184
Olivia Davis,Harvard University,24,3.218899707,8,6.731832994,39,0
Emma Jones,University of Oxford,19,5.297686527,1,5.746196423,43,62.96827568
Sophia Davis,ETH Zurich,22,4.140842861,5,9.140707114,42,3.326587311
Sophia Miller,Stanford University,19,2.92882101,3,9.017790949,45,3.244067463
Emma Wilson,University of Melbourne,19,4.072582781,5,5.939357326,42,30.89329964
